mapBound(10000,800)
(12,2,0,1,)
(13,2,0,0,)
(14,2,1,0,)
(15,2,0,0,)
(16,2,1,0,)
(17,2,1,0,)
(18,2,1,1,)
(19,2,0,1,)
(20,2,0,1,)
(21,2,1,0,)
(22,2,0,1,)
(23,2,1,1,)
(24,2,1,0,)
(25,2,1,1,)
(26,2,1,0,)
(27,2,0,0,)
(28,2,1,1,)
(29,2,0,1,)
(30,2,0,0,)
(31,2,1,0,)
(32,2,1,0,)
(33,2,1,1,)
(34,2,1,1,)
(35,2,1,1,)
(36,2,0,1,)
(37,2,1,0,)
(38,2,0,1,)
(39,2,0,0,)
(40,2,0,1,)
(41,2,1,1,)
(42,2,0,1,)
(43,2,0,1,)
(44,2,0,0,)
(45,2,1,1,)
(46,2,1,1,)
(47,2,1,1,)
(48,2,1,0,)
(49,2,0,0,)
(0,3,0,0,)
(1,3,1,1,)
(2,3,1,0,)
(3,3,0,0,)
(4,3,0,1,)
(5,3,0,1,)
(6,3,1,0,)
(7,3,1,1,)
(8,3,0,1,)
(9,3,1,0,)
(10,3,0,1,)
(11,3,1,1,)
(12,3,0,0,)
(13,3,1,1,)
(14,3,0,1,)
(15,3,1,1,)
(16,3,1,1,)
(17,3,0,1,)
(18,3,0,0,)
(19,3,0,1,)
(20,3,1,1,)
(21,3,1,0,)
(22,3,0,0,)
(23,3,1,1,)
(24,3,1,0,)
(25,3,1,1,)
(26,3,1,0,)
(27,3,0,0,)
(28,3,0,1,)
(29,3,1,0,)
(30,3,1,1,)
(31,3,0,1,)
(32,3,0,1,)
(33,3,1,0,)
(34,3,0,0,)
(35,3,1,1,)
(36,3,0,1,)
(37,3,1,1,)
(38,3,0,0,)
(39,3,1,1,)
(40,3,1,1,)
(41,3,0,0,)
(42,3,0,0,)
(43,3,1,0,)
(44,3,0,0,)
(45,3,1,0,)
(46,3,0,1,)
(47,3,1,0,)
(48,3,1,1,)
(49,3,1,0,)
(0,4,1,0,)
(1,4,0,0,)
(2,4,1,0,)
(3,4,0,0,)
(4,4,1,1,)
(5,4,1,1,)
(6,4,0,0,)
(7,4,0,1,)
(8,4,0,1,)
(9,4,0,1,)
(10,4,1,0,)
(11,4,0,1,)
(12,4,1,0,)
(13,4,1,1,)
(14,4,1,0,)
(15,4,1,0,)
(16,4,0,1,)
(17,4,0,0,)
(18,4,1,1,)
(19,4,0,0,)
(20,4,0,1,)
(21,4,0,0,)
(22,4,0,1,)
(23,4,0,0,)
(24,4,1,0,)
(25,4,0,1,)
(26,4,0,1,)
(27,4,0,1,)
(28,4,0,0,)
(29,4,0,1,)
(30,4,1,1,)
(31,4,0,0,)
(32,4,0,0,)
(33,4,1,1,)
(34,4,1,1,)
(35,4,0,0,)
(36,4,0,0,)
(37,4,0,0,)
(38,4,1,1,)
(39,4,0,0,)
(40,4,0,1,)
(41,4,1,0,)
(42,4,1,0,)
(43,4,1,0,)
(44,4,0,1,)
(45,4,0,0,)
(46,4,0,1,)
(47,4,1,1,)
(48,4,1,1,)
(49,4,1,0,)
(0,5,1,1,)
(1,5,1,0,)
(2,5,1,1,)
(3,5,1,1,)
(4,5,1,1,)
(5,5,0,1,)
(6,5,0,1,)
(7,5,1,1,)
(8,5,0,0,)
(9,5,1,1,)
(10,5,1,1,)
(11,5,0,1,)
(12,5,0,0,)
(13,5,1,1,)
(14,5,0,1,)
(15,5,1,0,)
(16,5,1,1,)
(17,5,1,1,)
(18,5,0,0,)
(19,5,0,1,)
(20,5,0,1,)
(21,5,1,0,)
(22,5,1,1,)
(23,5,1,0,)
(24,5,0,0,)
(25,5,1,0,)
(26,5,1,0,)
(27,5,1,1,)
(28,5,1,1,)
(29,5,1,1,)
(30,5,0,0,)
(31,5,1,1,)
(32,5,0,1,)
(33,5,0,1,)
(34,5,0,0,)
(35,5,0,0,)
(36,5,1,1,)
(37,5,0,1,)
(38,5,1,0,)
(39,5,1,0,)
(40,5,0,1,)
(41,5,0,0,)
(42,5,0,1,)
(43,5,1,1,)
(44,5,1,1,)
(45,5,0,1,)
(46,5,1,1,)
(47,5,1,0,)
(48,5,0,1,)
(49,5,1,0,)
(0,6,1,0,)
(1,6,1,1,)
(2,6,1,0,)
(3,6,1,1,)
(4,6,1,1,)
(5,6,1,1,)
(6,6,0,0,)
(7,6,0,0,)
(8,6,1,1,)
(9,6,0,0,)
(10,6,0,1,)
(11,6,0,1,)
(12,6,0,0,)
(13,6,1,1,)
(14,6,1,0,)
(15,6,0,0,)
(16,6,0,1,)
(17,6,1,1,)
(18,6,0,0,)
(19,6,0,0,)
(20,6,1,1,)
(21,6,0,0,)
(22,6,1,0,)
(23,6,1,0,)
(24,6,0,1,)
(25,6,0,0,)
(26,6,0,0,)
(27,6,1,1,)
(28,6,1,0,)
(29,6,0,0,)
(30,6,1,0,)
(31,6,1,1,)
(32,6,0,0,)
(33,6,1,0,)
(34,6,1,0,)
(35,6,0,1,)
(36,6,1,1,)
(37,6,0,1,)
(38,6,0,0,)
(39,6,1,0,)
(40,6,1,1,)
(41,6,1,0,)
(42,6,1,1,)
(43,6,0,1,)
(44,6,0,0,)
(45,6,1,1,)
(46,6,1,1,)
(47,6,1,1,)
(48,6,1,0,)
(49,6,1,1,)
(0,7,1,0,)
(1,7,1,0,)
(2,7,1,1,)
(3,7,1,1,)
(4,7,1,0,)
(5,7,1,1,)
(6,7,0,0,)
(7,7,0,0,)
(8,7,1,1,)
(9,7,1,0,)
(10,7,1,1,)
(11,7,1,0,)
(12,7,1,1,)
(13,7,0,0,)
(14,7,1,0,)
(15,7,1,0,)
(16,7,0,0,)
(17,7,1,0,)
(18,7,0,0,)
(19,7,0,0,)
(20,7,1,1,)
(21,7,0,1,)
(22,7,0,1,)
(23,7,0,0,)
(24,7,0,0,)
(25,7,0,1,)
(26,7,1,0,)
(27,7,1,0,)
(28,7,0,0,)
(29,7,1,1,)
(30,7,1,0,)
(31,7,0,1,)
(32,7,1,1,)
(33,7,0,1,)
(34,7,0,1,)
(35,7,0,1,)
(36,7,1,1,)
(37,7,0,1,)
(38,7,0,1,)
(39,7,1,0,)
(40,7,1,1,)
(41,7,0,0,)
(42,7,0,1,)
(43,7,0,1,)
(44,7,1,1,)
(45,7,0,0,)
(46,7,0,1,)
(47,7,0,0,)
(48,7,0,0,)
(49,7,1,0,)
(0,8,0,1,)
(1,8,1,0,)
(2,8,1,0,)
(3,8,1,1,)
(4,8,1,1,)
(5,8,1,0,)
(6,8,1,1,)
(7,8,1,0,)
(8,8,0,1,)
(9,8,1,0,)
(10,8,0,0,)
(11,8,1,0,)
(12,8,1,0,)
(13,8,1,1,)
(14,8,0,1,)
(15,8,1,1,)
(16,8,1,1,)
(17,8,1,0,)
(18,8,1,1,)
(19,8,1,0,)
(20,8,1,1,)
(21,8,1,0,)
(22,8,1,1,)
(23,8,0,1,)
(24,8,0,0,)
(25,8,1,0,)
(26,8,0,0,)
(27,8,1,0,)
(28,8,1,0,)
(29,8,0,0,)
(30,8,0,0,)
(31,8,1,0,)
(32,8,1,0,)
(33,8,0,1,)
(34,8,0,1,)
(35,8,1,0,)
(36,8,0,0,)
(37,8,1,0,)
(38,8,1,0,)
(39,8,1,1,)
(40,8,1,1,)
(41,8,1,1,)
(42,8,0,0,)
(43,8,0,0,)
(44,8,0,0,)
(45,8,1,1,)
(46,8,0,0,)
(47,8,0,1,)
(48,8,1,1,)
(49,8,0,1,)
(0,9,1,0,)
(1,9,1,1,)
(2,9,1,0,)
(3,9,1,0,)
(4,9,1,1,)
(5,9,0,0,)
(6,9,1,0,)
(7,9,1,1,)
(8,9,0,1,)
(9,9,0,0,)
(10,9,0,1,)
(11,9,1,1,)
(12,9,1,1,)
(13,9,1,0,)
(14,9,0,0,)
(15,9,1,0,)
(16,9,1,1,)
(17,9,1,1,)
(18,9,1,1,)
(19,9,0,1,)
(20,9,0,1,)
(21,9,0,0,)
(22,9,1,0,)
(23,9,1,0,)
(24,9,1,0,)
(25,9,0,1,)
(26,9,0,0,)
(27,9,0,0,)
(28,9,0,0,)
(29,9,1,1,)
(30,9,0,0,)
(31,9,1,0,)
(32,9,0,0,)
(33,9,0,1,)
(34,9,0,0,)
(35,9,0,1,)
(36,9,1,1,)
(37,9,1,0,)
(38,9,0,0,)
(39,9,0,0,)
(40,9,0,0,)
(41,9,0,0,)
(42,9,1,0,)
(43,9,0,1,)
(44,9,1,0,)
(45,9,1,0,)
(46,9,0,1,)
(47,9,1,1,)
(48,9,1,1,)
(49,9,1,1,)
(0,10,1,0,)
(1,10,1,0,)
(2,10,1,0,)
(3,10,1,0,)
(4,10,0,0,)
(5,10,1,0,)
(6,10,1,0,)
(7,10,0,1,)
(8,10,1,1,)
(9,10,0,1,)
(10,10,1,0,)
(11,10,0,0,)
(12,10,1,1,)
(13,10,0,1,)
(14,10,1,1,)
(15,10,0,0,)
(16,10,1,0,)
(17,10,0,0,)
(18,10,0,0,)
(19,10,1,1,)
(20,10,0,1,)
(21,10,1,1,)
(22,10,1,1,)
(23,10,1,1,)
(24,10,1,0,)
(25,10,0,0,)
(26,10,1,1,)
(27,10,0,1,)
(28,10,1,1,)
(29,10,1,1,)
(30,10,0,1,)
(31,10,1,0,)
(32,10,0,1,)
(33,10,0,1,)
(34,10,0,0,)
(35,10,1,0,)
(36,10,0,1,)
(37,10,0,1,)
(38,10,1,1,)
(39,10,1,0,)
(40,10,0,1,)
(41,10,0,0,)
(42,10,1,0,)
(43,10,1,1,)
(44,10,1,0,)
(45,10,0,1,)
(46,10,1,0,)
(47,10,0,0,)
(48,10,1,1,)
(49,10,1,1,)
(0,11,1,1,)
(1,11,1,1,)
(2,11,1,1,)
(3,11,0,1,)
(4,11,1,1,)
(5,11,1,0,)
(6,11,0,0,)
(7,11,1,0,)
(8,11,1,0,)
(9,11,0,0,)
(10,11,0,1,)
(11,11,1,1,)
(12,11,0,1,)
(13,11,1,0,)
(14,11,1,0,)
(15,11,1,0,)
(16,11,1,0,)
(17,11,0,0,)
(18,11,0,1,)
(19,11,1,1,)
(20,11,1,1,)
(21,11,1,1,)
(22,11,0,0,)
(23,11,1,1,)
(24,11,0,1,)
(25,11,0,0,)
(26,11,0,1,)
(27,11,1,1,)
(28,11,0,0,)
(29,11,0,0,)
(30,11,0,1,)
(31,11,0,1,)
(32,11,0,0,)
(33,11,1,1,)
(34,11,1,0,)
(35,11,1,1,)
(36,11,0,1,)
(37,11,1,1,)
(38,11,1,0,)
(39,11,0,1,)
(40,11,1,0,)
(41,11,0,1,)
(42,11,1,0,)
(43,11,1,1,)
(44,11,0,1,)
(45,11,1,1,)
(46,11,1,0,)
(47,11,0,0,)
(48,11,0,0,)
(49,11,0,0,)
(0,12,1,1,)
(1,12,0,1,)
(2,12,1,0,)
(3,12,0,0,)
(4,12,1,0,)
(5,12,1,1,)
(6,12,1,0,)
(7,12,0,1,)
(8,12,0,0,)
(9,12,0,1,)
(10,12,0,1,)
(11,12,0,0,)
(12,12,1,0,)
(13,12,0,1,)
(14,12,1,1,)
(15,12,1,0,)
(16,12,1,1,)
(17,12,0,1,)
(18,12,1,1,)
(19,12,0,0,)
(20,12,0,1,)
(21,12,1,1,)
(22,12,0,0,)
(23,12,0,0,)
(24,12,0,1,)
(25,12,1,1,)
(26,12,0,0,)
(27,12,1,1,)
(28,12,0,0,)
(29,12,1,1,)
(30,12,1,1,)
(31,12,0,0,)
(32,12,1,1,)
(33,12,0,0,)
(34,12,0,0,)
(35,12,0,0,)
(36,12,1,1,)
(37,12,0,1,)
(38,12,0,1,)
(39,12,0,1,)
(40,12,0,0,)
(41,12,1,1,)
(42,12,1,1,)
(43,12,0,1,)
(44,12,0,1,)
(45,12,1,0,)
(46,12,1,1,)
(47,12,1,0,)
(48,12,1,1,)
(49,12,1,0,)
(0,13,0,1,)
(1,13,0,0,)
(2,13,1,1,)
(3,13,0,1,)
(4,13,1,0,)
(5,13,0,0,)
(6,13,0,0,)
(7,13,1,0,)
(8,13,1,1,)
(9,13,0,0,)
(10,13,0,0,)
(11,13,0,0,)
(12,13,0,0,)
(13,13,0,1,)
(14,13,1,0,)
(15,13,1,0,)
(16,13,1,1,)
(17,13,0,1,)
(18,13,1,1,)
(19,13,1,1,)
(20,13,0,0,)
(21,13,0,0,)
(22,13,0,0,)
(23,13,0,0,)
(24,13,0,1,)
(25,13,0,0,)
(26,13,1,1,)
(27,13,1,1,)
(28,13,1,1,)
(29,13,1,1,)
(30,13,0,0,)
(31,13,0,1,)
(32,13,1,0,)
(33,13,1,0,)
(34,13,0,0,)
(35,13,1,1,)
(36,13,1,1,)
(37,13,0,0,)
(38,13,0,1,)
(39,13,1,1,)
(40,13,0,0,)
(41,13,0,1,)
(42,13,0,1,)
(43,13,0,0,)
(44,13,0,1,)
(45,13,0,0,)
(46,13,0,1,)
(47,13,1,1,)
(48,13,0,1,)
(49,13,1,1,)
(0,14,0,1,)
(1,14,0,0,)
(2,14,0,0,)
(3,14,1,0,)
(4,14,0,1,)
(5,14,0,1,)
(6,14,0,0,)
(7,14,0,1,)
(8,14,1,0,)
(9,14,1,1,)
(10,14,1,1,)
(11,14,1,0,)
(12,14,1,0,)
(13,14,0,0,)
(14,14,0,1,)
(15,14,0,0,)
(16,14,1,1,)
(17,14,0,0,)
(18,14,1,1,)
(19,14,0,0,)
(20,14,0,0,)
(21,14,1,0,)
(22,14,1,0,)
(23,14,1,0,)
(24,14,0,1,)
(25,14,1,0,)
(26,14,1,0,)
(27,14,0,1,)
(28,14,0,0,)
(29,14,1,0,)
(30,14,1,1,)
(31,14,1,0,)
(32,14,0,1,)
(33,14,1,0,)
(34,14,1,0,)
(35,14,1,1,)
(36,14,0,1,)
(37,14,0,0,)
(38,14,1,0,)
(39,14,1,0,)
(40,14,1,0,)
(41,14,0,0,)
(42,14,1,1,)
(43,14,0,1,)
(44,14,1,0,)
(45,14,1,1,)
(46,14,1,0,)
(47,14,0,0,)
(48,14,0,1,)
(49,14,1,1,)
(0,15,0,0,)
(1,15,0,0,)
(2,15,0,0,)
(3,15,0,1,)
(4,15,0,1,)
(5,15,0,1,)
(6,15,0,0,)
(7,15,0,1,)
(8,15,0,1,)
(9,15,0,1,)
(10,15,1,1,)
(11,15,0,1,)
(12,15,0,1,)
(13,15,1,0,)
(14,15,1,0,)
(15,15,0,1,)
(16,15,0,0,)
(17,15,0,1,)
(18,15,0,0,)
(19,15,1,0,)
(20,15,0,1,)
(21,15,1,0,)
(22,15,1,0,)
(23,15,0,1,)
(24,15,0,0,)
(25,15,0,1,)
(26,15,1,1,)
(27,15,0,0,)
(28,15,0,1,)
(29,15,1,1,)
(30,15,0,0,)
(31,15,1,0,)
(32,15,1,0,)
(33,15,1,1,)
(34,15,1,0,)
(35,15,1,0,)
(36,15,1,1,)
(37,15,0,1,)
(38,15,0,0,)
(39,15,1,0,)
(40,15,1,1,)
(41,15,0,0,)
(42,15,1,0,)
(43,15,0,1,)
(44,15,1,0,)
(45,15,0,1,)
(46,15,0,1,)
(47,15,1,0,)
(48,15,0,0,)
(49,15,1,0,)
(0,16,0,1,)
(1,16,1,1,)
(2,16,0,0,)
(3,16,1,1,)
(4,16,1,1,)
(5,16,1,0,)
(6,16,1,1,)
(7,16,1,1,)
(8,16,0,1,)
(9,16,0,0,)
(10,16,0,1,)
(11,16,1,0,)
(12,16,1,0,)
(13,16,0,1,)
(14,16,0,1,)
(15,16,1,0,)
(16,16,0,0,)
(17,16,0,0,)
(18,16,0,1,)
(19,16,1,1,)
(20,16,0,1,)
(21,16,0,0,)
(22,16,0,1,)
(23,16,1,0,)
(24,16,1,0,)
(25,16,1,1,)
(26,16,0,1,)
(27,16,1,0,)
(28,16,0,0,)
(29,16,0,0,)
(30,16,0,1,)
(31,16,1,1,)
(32,16,1,1,)
(33,16,0,1,)
(34,16,0,1,)
(35,16,0,0,)
(36,16,1,1,)
(37,16,0,1,)
(38,16,0,0,)
(39,16,0,1,)
(40,16,1,0,)
(41,16,1,0,)
(42,16,1,1,)
(43,16,1,1,)
(44,16,0,1,)
(45,16,0,0,)
(46,16,0,1,)
(47,16,1,1,)
(48,16,1,1,)
(49,16,1,0,)
(0,17,1,0,)
(1,17,1,1,)
(2,17,0,1,)
(3,17,1,1,)
(4,17,1,1,)
(5,17,0,1,)
(6,17,0,0,)
(7,17,0,1,)
(8,17,0,0,)
(9,17,1,1,)
(10,17,1,1,)
(11,17,0,1,)
(12,17,0,1,)
(13,17,0,0,)
(14,17,1,0,)
(15,17,0,1,)
(16,17,1,1,)
(17,17,0,0,)
(18,17,1,0,)
(19,17,0,1,)
(20,17,1,1,)
(21,17,0,1,)
(22,17,0,1,)
(23,17,1,0,)
(24,17,0,1,)
(25,17,0,0,)
(26,17,1,1,)
(27,17,0,0,)
(28,17,1,1,)
(29,17,0,1,)
(30,17,0,1,)
(31,17,1,1,)
(32,17,0,1,)
(33,17,1,0,)
(34,17,1,1,)
(35,17,0,1,)
(36,17,0,0,)
(37,17,1,1,)
(38,17,0,0,)
(39,17,0,1,)
(40,17,1,1,)
(41,17,1,1,)
(42,17,1,1,)
(43,17,1,1,)
(44,17,0,0,)
(45,17,0,0,)
(46,17,1,0,)
(47,17,0,0,)
(48,17,0,1,)
(49,17,1,0,)
(0,18,1,1,)
(1,18,1,1,)
(2,18,1,1,)
(3,18,1,0,)
(4,18,1,1,)
(5,18,1,1,)
(6,18,0,1,)
(7,18,0,0,)
(8,18,0,0,)
(9,18,1,0,)
(10,18,1,1,)
(11,18,0,0,)
(12,18,0,0,)
(13,18,1,1,)
(14,18,0,0,)
(15,18,0,0,)
(16,18,1,1,)
(17,18,1,1,)
(18,18,1,1,)
(19,18,0,0,)
(20,18,0,1,)
(21,18,1,0,)
(22,18,1,0,)
(23,18,1,0,)
(24,18,1,0,)
(25,18,0,1,)
(26,18,1,0,)
(27,18,0,0,)
(28,18,1,0,)
(29,18,1,1,)
(30,18,1,1,)
(31,18,0,1,)
(32,18,0,1,)
(33,18,1,1,)
(34,18,1,1,)
(35,18,0,1,)
(36,18,1,0,)
(37,18,1,1,)
(38,18,1,0,)
(39,18,1,0,)
(40,18,1,1,)
(41,18,1,0,)
(42,18,1,1,)
(43,18,1,0,)
(44,18,0,1,)
(45,18,1,0,)
(46,18,0,1,)
(47,18,0,1,)
(48,18,1,0,)
(49,18,1,0,)
(0,19,1,0,)
(1,19,0,1,)
(2,19,0,0,)
(3,19,1,1,)
(4,19,1,0,)
(5,19,0,0,)
(6,19,0,0,)
(7,19,0,0,)
(8,19,1,1,)
(9,19,1,0,)
(10,19,0,0,)
(11,19,1,1,)
(12,19,1,1,)
(13,19,1,0,)
(14,19,0,0,)
(15,19,1,0,)
(16,19,1,1,)
(17,19,1,0,)
(18,19,1,0,)
(19,19,1,0,)
(20,19,1,1,)
(21,19,0,0,)
(22,19,0,0,)
(23,19,0,1,)
(24,19,0,0,)
(25,19,1,0,)
(26,19,0,1,)
(27,19,1,1,)
(28,19,0,0,)
(29,19,0,0,)
(30,19,0,0,)
(31,19,0,0,)
(32,19,0,1,)
(33,19,1,0,)
(34,19,0,1,)
(35,19,1,0,)
(36,19,0,0,)
(37,19,0,1,)
(38,19,0,1,)
(39,19,1,0,)
(40,19,1,1,)
(41,19,1,0,)
(42,19,1,1,)
(43,19,1,1,)
(44,19,0,0,)
(45,19,0,0,)
(46,19,1,0,)
(47,19,0,1,)
(48,19,1,1,)
(49,19,0,1,)
(0,20,1,1,)
(1,20,1,0,)
(2,20,1,0,)
(3,20,1,0,)
(4,20,1,1,)
(5,20,1,0,)
(6,20,0,1,)
(7,20,1,1,)
(8,20,0,1,)
(9,20,0,0,)
(10,20,0,0,)
(11,20,0,0,)
(12,20,0,1,)
(13,20,1,1,)
(14,20,1,0,)
(15,20,0,1,)
(16,20,1,0,)
(17,20,0,1,)
(18,20,0,1,)
(19,20,0,1,)
(20,20,1,1,)
(21,20,1,1,)
(22,20,0,1,)
(23,20,0,0,)
(24,20,1,0,)
(25,20,1,0,)
(26,20,1,1,)
(27,20,1,1,)
(28,20,0,0,)
(29,20,0,1,)
(30,20,0,0,)
(31,20,1,1,)
(32,20,1,1,)
(33,20,1,1,)
(34,20,1,0,)
(35,20,1,1,)
(36,20,1,1,)
(37,20,1,1,)
(38,20,0,0,)
(39,20,0,1,)
(40,20,0,0,)
(41,20,0,0,)
(42,20,1,0,)
(43,20,0,0,)
(44,20,1,0,)
(45,20,0,0,)
(46,20,0,0,)
(47,20,0,1,)
(48,20,0,1,)
(49,20,0,1,)
(0,21,1,1,)
(1,21,0,0,)
(2,21,0,0,)
(3,21,1,0,)
(4,21,0,1,)
(5,21,1,1,)
(6,21,1,1,)
(7,21,1,0,)
(8,21,0,0,)
(9,21,0,1,)
(10,21,0,0,)
(11,21,1,1,)
(12,21,1,1,)
(13,21,0,1,)
(14,21,0,0,)
(15,21,1,1,)
(16,21,1,1,)
(17,21,1,0,)
(18,21,0,1,)
(19,21,0,0,)
(20,21,0,1,)
(21,21,0,0,)
(22,21,0,1,)
(23,21,0,0,)
(24,21,0,0,)
(25,21,1,1,)
(26,21,0,0,)
(27,21,1,1,)
(28,21,1,0,)
(29,21,1,1,)
(30,21,0,1,)
(31,21,0,1,)
(32,21,0,0,)
(33,21,0,1,)
(34,21,0,1,)
(35,21,0,0,)
(36,21,1,0,)
(37,21,1,0,)
(38,21,0,0,)
(39,21,1,0,)
(40,21,1,1,)
(41,21,1,1,)
(42,21,1,1,)
(43,21,0,0,)
(44,21,0,0,)
(45,21,1,1,)
(46,21,0,0,)
(47,21,0,1,)
(48,21,1,1,)
(49,21,1,1,)
(0,22,1,1,)
(1,22,1,0,)
(2,22,0,1,)
(3,22,0,1,)
(4,22,0,1,)
(5,22,1,0,)
(6,22,1,1,)
(7,22,0,0,)
(8,22,0,0,)
(9,22,0,1,)
(10,22,0,0,)
(11,22,1,1,)
(12,22,1,1,)
(13,22,0,1,)
(14,22,0,1,)
(15,22,0,0,)
(16,22,1,0,)
(17,22,0,1,)
(18,22,0,1,)
(19,22,0,0,)
(20,22,0,0,)
(21,22,1,0,)
(22,22,0,1,)
(23,22,1,1,)
(24,22,1,0,)
(25,22,0,0,)
(26,22,1,1,)
(27,22,1,1,)
(28,22,0,0,)
(29,22,0,1,)
(30,22,1,1,)
(31,22,1,0,)
(32,22,0,1,)
(33,22,0,1,)
(34,22,0,1,)
(35,22,1,1,)
(36,22,0,0,)
(37,22,1,0,)
(38,22,0,1,)
(39,22,1,0,)
(40,22,1,0,)
(41,22,1,1,)
(42,22,1,1,)
(43,22,1,0,)
(44,22,1,1,)
(45,22,0,1,)
(46,22,1,0,)
(47,22,0,0,)
(48,22,1,0,)
(49,22,1,1,)
(0,23,0,0,)
(1,23,0,1,)
(2,23,0,0,)
(3,23,1,0,)
(4,23,1,1,)
(5,23,0,0,)
(6,23,1,1,)
(7,23,1,0,)
(8,23,1,1,)
(9,23,0,0,)
(10,23,1,1,)
(11,23,0,0,)
(12,23,1,0,)
(13,23,0,0,)
(14,23,1,0,)
(15,23,1,1,)
(16,23,0,1,)
(17,23,1,0,)
(18,23,1,1,)
(19,23,0,1,)
(20,23,0,0,)
(21,23,0,1,)
(22,23,1,0,)
(23,23,0,1,)
(24,23,0,0,)
(25,23,0,1,)
(26,23,0,0,)
(27,23,1,0,)
(28,23,1,0,)
(29,23,0,1,)
(30,23,1,0,)
(31,23,0,1,)
(32,23,1,1,)
(33,23,0,1,)
(34,23,1,0,)
(35,23,0,1,)
(36,23,0,1,)
(37,23,1,1,)
(38,23,0,0,)
(39,23,1,0,)
(40,23,1,1,)
(41,23,0,1,)
(42,23,1,1,)
(43,23,1,0,)
(44,23,0,0,)
(45,23,1,0,)
(46,23,0,1,)
(47,23,0,0,)
(48,23,0,0,)
(49,23,0,0,)
(0,24,0,0,)
(1,24,1,1,)
(2,24,0,0,)
(3,24,1,0,)
(4,24,0,0,)
(5,24,0,1,)
(6,24,0,1,)
(7,24,0,0,)
(8,24,1,1,)
(9,24,0,1,)
(10,24,1,1,)
(11,24,1,1,)
(12,24,0,0,)
(13,24,1,0,)
(14,24,1,1,)
(15,24,1,1,)
(16,24,1,0,)
(17,24,0,0,)
(18,24,0,1,)
(19,24,1,0,)
(20,24,0,0,)
(21,24,1,0,)
(22,24,1,1,)
(23,24,0,0,)
(24,24,0,0,)
(25,24,1,1,)
(26,24,0,1,)
(27,24,0,0,)
(28,24,1,0,)
(29,24,1,0,)
(30,24,1,0,)
(31,24,0,1,)
(32,24,1,1,)
(33,24,1,0,)
(34,24,0,1,)
(35,24,0,1,)
(36,24,1,1,)
(37,24,1,0,)
(38,24,1,0,)
(39,24,1,1,)
(40,24,1,0,)
(41,24,1,0,)
(42,24,0,1,)
(43,24,1,0,)
(44,24,0,0,)
(45,24,0,0,)
(46,24,1,1,)
(47,24,1,1,)
(48,24,0,0,)
(49,24,1,1,)
endBlock
(50,0,1,0,)
(51,0,0,1,)
(52,0,0,0,)
(53,0,0,1,)
(54,0,1,1,)
(55,0,1,1,)
(56,0,1,1,)
(57,0,0,1,)
(58,0,0,0,)
(59,0,1,0,)
(60,0,0,0,)
(61,0,0,1,)
(62,0,1,1,)
(63,0,0,1,)
(64,0,1,1,)
(65,0,0,0,)
(66,0,0,1,)
(67,0,1,0,)
(68,0,1,0,)
(69,0,0,1,)
